"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MKP7Z4CL","journalArticle","2023","Fouquet, Romain; Laperdrix, Pierre; Rouvoy, Romain","Breaking Bad: Quantifying the Addiction of Web Elements to JavaScript","ACM Trans. Internet Technol.","","1533-5399","10.1145/3579846","https://doi.org/10.1145/3579846","While JavaScript established itself as a cornerstone of the modern web, it also constitutes a major tracking and security vector, thus raising critical privacy and security concerns. In this context, some browser extensions propose to systematically block scripts reported by crowdsourced trackers lists. However, this solution heavily depends on the quality of these built-in lists, which may be deprecated or incomplete, thus exposing the visitor to unknown trackers. In this article, we explore a different strategy by investigating the benefits of disabling JavaScript in the browser. More specifically, by adopting such a strict policy, we aim to quantify the JavaScript addiction of web elements composing a web page through the observation of web breakages. As there is no standard mechanism for detecting such breakages, we introduce a framework to inspect several page features when blocking JavaScript, that we deploy to analyze 6,384&nbsp;pages, including landing and internal web pages. We discover that 43% of web pages are not strictly dependent on JavaScript and that more than 67% of pages are likely to be usable as long as the visitor only requires the content from the main section of the page, for which the user most likely reached the page, while reducing the number of tracking requests by&nbsp;85% on average. Finally, we discuss the viability of currently browsing the web without JavaScript and detail multiple incentives for websites to be kept usable without JavaScript.","2023-02","2024-10-25 09:42:14","2024-10-25 09:42:14","","","","1","23","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","JavaScript; page breakage; Web privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPQ89PTJ","conferencePaper","2013","Dankar, Fida Kamal; El Emam, Khaled","A theoretical model for obfuscating web navigation trails","Proceedings of the Joint EDBT/ICDT 2013 Workshops","978-1-4503-1599-9","","10.1145/2457317.2457341","https://doi.org/10.1145/2457317.2457341","Information about consumer's web navigation trails are increasingly being collected, analyzed, and used to target them with advertisements. This information can be quite personal, indicating individuals' likes and dislikes, as well as current and long term needs. While the ability to effectively target advertisements helps keep many sites and services on the web available freely, this practice has also raised privacy concerns. These concerns concern multiple factors: lack of transparency by the data aggregators and lack of control by the consumers. One viable approach that individuals can take to regain control is obfuscation, whereby real user requests are masked via the injection of noisy requests. In this paper, we describe a theoretical model and design for a web browser extension that relies on a trusted third party to generate fake HTTP requests (dummies). The dummy requests are generated as k different users' profiles surfing in parallel with the actual user. The value of k can be adjusted by the user to achieve the level of obfuscation they are comfortable with.","2013","2024-10-25 09:42:14","2024-10-25 09:42:14","","137–144","","","","","","","EDBT '13","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Genoa, Italy","","","","web tracking; behavioral targeting; obfuscation; private web navigation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PF844CJ","conferencePaper","2022","Chalise, Shekhar; Nguyen, Hoang Dai; Vadrevu, Phani","Your speaker or my snooper? measuring the effectiveness of web audio browser fingerprints","Proceedings of the 22nd ACM Internet Measurement Conference","978-1-4503-9259-4","","10.1145/3517745.3561435","https://doi.org/10.1145/3517745.3561435","We conduct the first systematic study of the effectiveness of Web Audio API-based browser fingerprinting mechanisms and present new insights. First, we show that audio fingerprinting vectors, unlike other prior vectors, reveal an apparent fickleness with some users' browsers giving away differing fingerprints in repeated attempts. However, we show that it is possible to devise a graph-based analysis mechanism to collectively consider all the different fingerprints left by users' browsers and thus craft a highly stable fingerprinting mechanism. Next, we investigate the diversity of audio fingerprints and compare this with prior fingerprinting techniques. Our results show that audio fingerprints are much less diverse than other vectors with only 95 distinct fingerprints among 2093 users. At the same time, further analysis shows that web audio fingerprinting can potentially bring considerable additive value to existing fingerprinting mechanisms. For instance, our results show that the addition of web audio fingerprinting causes a 9.6% increase in entropy when compared to using Canvas fingerprinting alone. We also show that our results contradict the current security and privacy recommendations provided by W3C regarding audio fingerprinting.","2022","2024-10-25 09:42:14","2024-10-25 09:42:14","","349–357","","","","","","","IMC '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Nice, France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DB8PDI5P","journalArticle","2015","Gross-Brown, Rafael; Ficek, Michal; Agundez, Jose Luis; Dressler, Patrick; Laoutaris, Nikolaos","Data Transparency Lab Kick Off Workshop (DTL 2014) Report","SIGCOMM Comput. Commun. Rev.","","0146-4833","10.1145/2766330.2766338","https://doi.org/10.1145/2766330.2766338","On November 20 and 21 2014, Telefonica I+D hosted the Data Transparency Lab (""DTL"") Kickoff Workshop on Personal Data Transparency and Online Privacy at its headquarters in Barcelona, Spain. This workshop provided a forum for technologists, researchers, policymakers and industry representatives to share and discuss current and emerging issues around privacy and transparency on the Internet. The objective of this workshop was to kick-start the creation of a community of research, industry, and public interest parties that will work together towards the following objectives: -The development of methodologies and user-friendly tools to promote transparency and empower users to understand online privacy issues and consequences; -The sharing of datasets and research results, and; -The support of research through grants and the provision of infrastructure to deploy tools. With the above activities, the DTL community aims to improve our understanding of technical, ethical, economic and regulatory issues related to the use of personal data by online services. It is hoped that successful execution of such activities will help sustain a fair and transparent exchange of personal data online. This report summarizes the presentations, discussions and questions that resulted from the workshop.","2015-04","2024-10-25 09:42:14","2024-10-25 09:42:14","","44–48","","2","45","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","privacy; web tracking; economics of the web; internet advertising; measurement tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFMWA3C3","conferencePaper","2023","Intumwayase, Jean Luc; Fouad, Imane; Laperdrix, Pierre; Rouvoy, Romain","UA-Radar: Exploring the Impact of User Agents on the Web","Proceedings of the 22nd Workshop on Privacy in the Electronic Society","9798400702358","","10.1145/3603216.3624958","https://doi.org/10.1145/3603216.3624958","beginabstract In the early days of the web, giving the same web page to different browsers could provide very different results. As the rendering engine behind each browser would differ, some elements of a page could break or be positioned in the wrong location. At that time, the User Agent (UA) string was introduced for content negotiation. By knowing the browser used to connect to the server, a developer could provide a web page that was tailored for that specific browser to remove any usability problems. Over the past three decades, the UA string remained exposed by browsers, but its current usefulness is being debated. Browsers now adopt the exact same standards and use the same languages to display the same content to users, bringing the question if the content of the UA string is still relevant today, or if it is a relic of the past. Moreover, the diversity of means to browse the web has become so large that the UA string is one of the top contributors to tracking users in the field of browser fingerprinting, bringing a sense of urgency to deprecate it. In this paper, our goal is to understand the impact of the UA on the web and if this legacy string is still actively used to adapt the content served to users. We introduce radar, a web page similarity measurement tool that compares in-depth two web pages from the code to their actual rendering, and highlights the similarities it finds. We crawled 270,048 web pages from 11,252 domains using 3 different browsers and 2 different UA strings to observe that 100% of the web pages were similar before any JavaScript was executed, demonstrating the absence of differential serving. % Our experiments also show that only a very small number of websites are affected by the lack of UA information, which can be fixed in most cases by updating code to become browser-agnostic. Our study brings some proof that it may be time to turn the page on the UA string and retire it from current web browsers. endabstract","2023","2024-10-25 09:42:14","2024-10-25 09:42:14","","31–43","","","","","","","WPES '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Copenhagen, Denmark","","","","browsers; content adaptation; differential serving; user agent; web page similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPFYJ3EA","conferencePaper","2021","Vekaria, Yash; Agarwal, Vibhor; Agarwal, Pushkal; Mahapatra, Sangeeta; Balan Muthiah, Sakthi; Sastry, Nishanth; Kourtellis, Nicolas","Differential Tracking Across Topical Webpages of Indian News Media","Proceedings of the 13th ACM Web Science Conference 2021","978-1-4503-8330-1","","10.1145/3447535.3462497","https://doi.org/10.1145/3447535.3462497","Online user privacy and tracking have been extensively studied in recent years, especially due to privacy and personal data-related legislations in the EU and the USA, such as the General Data Protection Regulation, ePrivacy Regulation, and California Consumer Privacy Act. Research has revealed novel tracking and personally identifiable information leakage methods that first- and third-parties employ on websites around the world, as well as the intensity of tracking performed on such websites. However, for the sake of scaling to cover a large portion of the Web, most past studies focused on homepages of websites, and did not look deeper into the tracking practices on their topical subpages. The majority of studies focused on the Global North markets such as the EU and the USA. Large markets such as India, covering 20% of the world population and has no explicit privacy laws, have not been studied in this regard. We aim to address these gaps and focus on the following research questions: Is tracking on topical subpages of Indian news websites different from their homepage? Do third-party trackers prefer to track specific topics? How does this preference compare to the similarity of content shown on topical subpages? To answer these questions, we propose a novel method for semi-automatic extraction and categorization of Indian news topical subpages based on the details in their URLs. We study the identified topical subpages and compare them with their homepages with respect to the intensity of cookie injection and third-party embeddedness and type. We find differential user tracking among subpages, and between subpages and homepages. We also find a preferential attachment of third-party trackers to specific topics. Also, embedded third-parties tend to track specific subpages simultaneously, revealing possible user profiling in action.","2021","2024-10-25 09:42:14","2024-10-25 09:42:14","","299–308","","","","","","","WebSci '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, United Kingdom","","","","Cookies; Homepages; Indian news websites; Third-party preferences; Topical subpages; Topical tracking; User web tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKGIQ7MK","conferencePaper","2023","Lee, Dongkeun; Joo, Minwoo; Lee, Wonjun","Net-track: Generic Web Tracking Detection Using Packet Metadata","Proceedings of the ACM Web Conference 2023","978-1-4503-9416-1","","10.1145/3543507.3583372","https://doi.org/10.1145/3543507.3583372","While third-party trackers breach users’ privacy by compiling large amounts of personal data through web tracking techniques, combating these trackers is still left at the hand of each user. Although network operators may attempt a network-wide detection of trackers through inspecting all web traffic inside the network, their methods are not only privacy-intrusive but of limited accuracy as these are susceptible to domain changes or ineffective against encrypted traffic. To this end, in this paper, we propose Net-track, a novel approach to managing a secure web environment through platform-independent, encryption-agnostic detection of trackers. Utilizing only side-channel data from network traffic that are still available when encrypted, Net-track accurately detects trackers network-wide, irrespective of user’s browsers or devices without looking into packet payloads or resources fetched from the web server. This prevents user data from leaking to tracking servers in a privacy-preserving manner. By measuring statistics from traffic traces and their similarities, we show distinctions between benign traffic and tracker traffic in their traffic patterns and build Net-track based on the features that fully capture trackers’ distinctive characteristics. Evaluation results show that Net-track is able to detect trackers with 94.02% accuracy and can even discover new trackers yet unrecognized by existing filter lists. Furthermore, Net-track shows its potential for real-time detection, maintaining its performance when using only a portion of each traffic trace.","2023","2024-10-25 09:42:14","2024-10-25 09:42:14","","2230–2240","","","","","","","WWW '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Austin, TX, USA","","","","web security; machine learning; encrypted traffic analysis; security management; third-party tracker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCWAYHKL","journalArticle","2020","Sanchez-Rola, Iskander; Balzarotti, Davide; Santos, Igor","Cookies from the Past: Timing Server-side Request Processing Code for History Sniffing","Digital Threats","","","10.1145/3419473","https://doi.org/10.1145/3419473","Cookies were originally introduced as a way to provide state awareness to websites, and they are now one of the backbones of the current web. However, their use is not limited to store the login information or to save the current state of user browsing. In several cases, third-party cookies are deliberately used for web tracking, user analytics, and for online advertisement, with the subsequent privacy loss for the end-users.However, cookies are not the only technique capable of retrieving the users’ browsing history. In fact, history sniffing techniques are capable of tracking the users’ browsing history without relying on any specific code in a third-party website, but only on code executed within the visited site. Many sniffing techniques have been proposed to date, but they usually have several limitations, and they are not able to differentiate between multiple possible states within the target application.We propose BakingTimer, a new history-sniffing technique based on timing the execution of server-side request processing code. This method is capable of retrieving partial or complete user browsing history, it does not require any permission, and it can be performed through both first- and third-party scripts. We studied the impact of our timing side-channel attack to detect prior visits to websites and discovered that it was capable of detecting the users’ state in more than half of the 10K websites analyzed, which is the largest test performed to date to test this type of technique. We additionally performed a manual analysis to check the capabilities of the attack to differentiate between three states: never accessed, accessed, and logged in. Moreover, we performed a set of stability tests to verify that our time measurements are robust with respect to changes both in the network RTT and in the servers workload. This extended version additionally includes a comprehensive analysis of existing countermeasures, starting from its evolution/adoption, and finishing with a large-scale experiment to asset the repercussions on the presented technique.","2020-12","2024-10-25 09:42:14","2024-10-25 09:42:14","","","","4","1","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","browser cookies; history sniffing; User privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5FUI3A7","journalArticle","2024","Li, Lin; Li, Na","FpTracker—A Labware for Teaching Browser Fingerprinting and Privacy Preservation","J. Comput. Sci. Coll.","","1937-4771","","","As a stateless web tracking technology, browser fingerprint has been widely used in recent years by many websites for collecting users' behaviour data. While benefiting the websites for commercial purpose, the data collection may also cause privacy concerns. To increase students' awareness of web tracking while using the web based services, especially browser fingerprinting, this paper discusses the design and implementation of a labware-FpTracker which was developed for teaching browser fingerprint and privacy protection. Through the labware, students can gain a thorough understanding of the essential concepts of web tracking and browser fingerprinting. This labware can be used for both cybersecurity and trustworthy machine learning. It was tested through a student training workshop conducted in summer 2019 and a security class in spring 2022. Surveys results confirmed the effectiveness of the labware and the attainment of the learning objectives.","2024-05","2024-10-25 09:42:14","2024-10-25 09:42:14","","64–71","","7","39","","","","","","","","","","","","","","","","","Place: Evansville, IN, USA Publisher: Consortium for Computing Sciences in Colleges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9WNS8G4","conferencePaper","2024","Lee, Kiho; Lim, Chaejin; Jin, Beomjin; Kim, Taeyoung; Kim, Hyoungshick","AdFlush: A Real-World Deployable Machine Learning Solution for Effective Advertisement and Web Tracker Prevention","Proceedings of the ACM Web Conference 2024","9798400701719","","10.1145/3589334.3645698","https://doi.org/10.1145/3589334.3645698","Conventional ad blocking and tracking prevention tools often fall short in addressing web content manipulation. Machine learning approaches have been proposed to enhance detection accuracy, yet aspects of practical deployment have frequently been overlooked. This paper introduces AdFlush, a novel machine learning model for real-world browsers. To develop AdFlush, we evaluated the effectiveness of 883 features, ultimately selecting 27 key features for optimal performance. We tested AdFlush on a dataset of 10,000 real-world websites, achieving an F1 score of 0.98, thereby outperforming AdGraph (F1 score: 0.93), WebGraph (F1 score: 0.90), and WTAgraph (F1 score: 0.84). Additionally, AdFlush significantly reduces computational overhead, requiring 56% less CPU and 80% less memory than AdGraph. We also assessed AdFlush's robustness against adversarial manipulations, demonstrating superior resilience with F1 scores ranging from 0.89 to 0.98, surpassing the performance of AdGraph and WebGraph, which recorded F1 scores between 0.81 and 0.87. A six-month longitudinal study confirmed that AdFlush maintains a high F1 score above 0.97 without the need for retraining, underscoring its effectiveness.","2024","2024-10-25 09:42:14","2024-10-25 09:42:14","","1902–1913","","","","","","","WWW '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Singapore, Singapore","","","","web tracking; web security; ad blocking; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RJJ2LCB","conferencePaper","2015","Peacock, Sylvia E.","Prized assets for web tracking","Proceedings of the 2015 International Conference on Social Media &amp; Society","978-1-4503-3923-0","","10.1145/2789187.2789199","https://doi.org/10.1145/2789187.2789199","In this study, I pinpoint the group of online Canadians who are predominantly affected by online personal data extractions, sometimes called web tracking. Due to the lack of regulations and online information market failure, online personal data extraction is ubiquitous. Little knowledge exists about who the users are that are mainly affected by web tracking. Two large population surveys, called the Canadian Internet User Survey 2010 and 2012, offer comprehensive and comparable measures to gauge the intensity and extent of people's online activities. An Internet intensity index is proposed to measure Canadian online activity scaled between zero (offline) and 100 (intensely active Internet user). Results indicate that the data of mature, well-off and educated men and women are captured by the web tracking technologies of online companies, to an increasing degree. Other population segments appear less affected. From a marketing perspective, the targeted group is the most coveted of all consumer groups. Thus, corporate self-regulation seems unlikely in the light of the current results. The overuse of social media and the Internet commons for the purpose of personal user data extraction might lead to an underuse of the Internet's possibilities to connect via social media. Today a market-led approach that essentially leaves web tracking unregulated may present first indications of online companies steering us towards a virtual tragedy of the commons.","2015","2024-10-25 09:42:14","2024-10-25 09:42:14","","","","","","","","","SMSociety '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Toronto, Ontario, Canada","","","","web tracking; social media; age; big social data; education; income; online user agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JY7RFFRB","conferencePaper","2024","Roongta, Ritik; Greenstadt, Rachel","From User Insights to Actionable Metrics: A User-Focused Evaluation of Privacy-Preserving Browser Extensions","Proceedings of the 19th ACM Asia Conference on Computer and Communications Security","9798400704826","","10.1145/3634737.3657028","https://doi.org/10.1145/3634737.3657028","The rapid growth of web tracking via advertisements has led to an increased adoption of privacy-preserving browser extensions. These extensions are crucial for blocking trackers and enhancing the overall web browsing experience. The advertising industry is constantly changing, leading to ongoing development and improvements in both new and existing ad-blocking and anti-tracking extensions. Despite this, there is a lack of comprehensive studies exploring the set of user concerns associated with these extensions. Our research addresses this gap by identifying five user concerns and establishing a privacy and usability topics framework, specific to privacy-preserving extensions.Also, many of these user concerns have not been extensively studied in the prior works. Therefore, we conducted an extensive literature review to identify shortcomings in the current benchmarking methodology. This led to the development of new techniques, including experiments to measure newly identified metrics. Our study reveals eight new metrics for privacy-preserving extensions that have not been previously measured. Additionally, our study enhances the measurement methodology for two metrics, ensuring precise results. We focus particularly on metrics that users commonly encounter on the web and report in Chrome web store reviews. Our goal is to serve as a foundational reference for future research in this field.","2024","2024-10-25 09:42:14","2024-10-25 09:42:14","","1753–1769","","","","","","","ASIA CCS '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Singapore, Singapore","","","","privacy; web measurement; adblockers; filterlists; metrics; user concerns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73DSHBCI","conferencePaper","2024","Tran, Van Hong; Mehrotra, Aarushi; Chetty, Marshini; Feamster, Nick; Frankenreiter, Jens; Strahilevitz, Lior","Measuring Compliance with the California Consumer Privacy Act Over Space and Time","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems","9798400703300","","10.1145/3613904.3642597","https://doi.org/10.1145/3613904.3642597","The widespread sharing of consumers’ personal information with third parties raises significant privacy concerns. The California Consumer Privacy Act (CCPA) mandates that online businesses offer consumers the option to opt out of the sale and sharing of personal information. Our study automatically tracks the presence of the opt-out link longitudinally across multiple states after the California Privacy Rights Act (CPRA) went into effect. We categorize websites based on whether they are subject to CCPA and investigate cases of potential non-compliance. We find a number of websites that implement the opt-out link early and across all examined states but also find a significant number of CCPA-subject websites that fail to offer any opt-out methods even when CCPA is in effect. Our findings can shed light on how websites are reacting to the CCPA and identify potential gaps in compliance and opt-out method designs that hinder consumers from exercising CCPA opt-out rights.","2024","2024-10-25 09:42:14","2024-10-25 09:42:14","","","","","","","","","CHI '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Honolulu, HI, USA","","","","Privacy; CCPA; Compliance; Opt-out; Web Tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYDQF2ZK","journalArticle","2024","Jha, Nikhil; Trevisan, Martino; Leonardi, Emilio; Mellia, Marco","Re-Identification Attacks against the Topics API","ACM Trans. Web","","1559-1131","10.1145/3675400","https://doi.org/10.1145/3675400","Recently, Google proposed the Topics API framework as a privacy-friendly alternative for behavioural advertising as a possible solution to balance user’s privacy and advertisement effectiveness. Using the Topics API, the browser builds a user profile based on navigation history, which advertisers can access. The Topics API aim at becoming the new standard for behavioural advertising, thus it is necessary to fully understand its operation and find possible limitations. In this article, we evaluate the robustness of the Topics API to a re-identification attack. To build a user profile, we suppose an attacker accumulates over time the topics a user exposes to different websites. The attacker later re-identifies the same user matching the profiles of their audience. We leverage real traffic traces and realistic population models, and we present increasingly powerful attack threats. We find that the Topics API mitigates but cannot prevent re-identification from taking place, as there is a sizeable chance that a user’s profile remains unique within a website’s audience and the attacker successfully matches it with the profile of the same user on a second website. Depending on environmental factors, the probability of correct re-identification can reach 50%, considering a pool of 1,000 users. We offer the code and data we use in this work to stimulate further studies and the tuning of the Topic API parameters.1","2024-08","2024-10-25 09:42:14","2024-10-25 09:42:14","","","","3","18","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","anonymity; Web privacy; behavioral advertising; topics API","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L337V5S5","conferencePaper","2022","Oh, ChangSeok; Kanich, Chris; McCoy, Damon; Pearce, Paul","Cart-ology: Intercepting Targeted Advertising via Ad Network Identity Entanglement","Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security","978-1-4503-9450-5","","10.1145/3548606.3560641","https://doi.org/10.1145/3548606.3560641","Targeted advertising is a pervasive practice in the advertising ecosystem, with complex representations of user identity central to targeting. Ad networks are incentivized to tie ephemeral cookies across devices to lasting durable identifiers such as email addresses in order to develop comprehensive cross-device user profiles. Third-party ad networks typically do not have relationships with users and must rely on external parties such as merchant websites for durable identity information, introducing intricate trust relationships. We find attackers can exploit these trust relationships to confuse an ad network into linking an unprivileged attacker's browser to a victim's identity, thus ""impersonating"" the victim to the ad network.We present Advertising Identity Entanglement, a vulnerability to extract specific user browsing behavior from ad networks remotely, knowing only a victim's email address, with no access to the victim, ad network, or websites. This new fundamental flaw in cross-device tracking allows attackers to pass erroneous identity information to third-party ad networks, causing the networks to confuse attacker and victim. Once entangled, the attacker receives advertisements intended for the victim across the entire ad network. We find identity entanglement is a significant user privacy vulnerability where attackers can learn detailed victim browsing activity such as retail websites, products, and even specific apartments or hotels the victim has interacted with. The vulnerability is also bi-directional, with the attacker able to cause specific ads to be shown to the victim, introducing the possibility of embarrassment attacks and blackmail. We have disclosed the vulnerability; Criteo, one of the largest third-party ad networks, acknowledges the attack.","2022","2024-10-25 09:42:14","2024-10-25 09:42:14","","2401–2414","","","","","","","CCS '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Los Angeles, CA, USA","","","","web privacy; tracking; ad networks; targeted advertising","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5DZB9K4","conferencePaper","2024","Huyghe, Maxime; Quinton, Clément; Rudametkin, Walter","Taming the Variability of Browser Fingerprints","Proceedings of the 28th ACM International Systems and Software Product Line Conference","9798400705939","","10.1145/3646548.3672591","https://doi.org/10.1145/3646548.3672591","Browser fingerprinting has become a prevalent technique for tracking and identifying users online, posing significant privacy risks. The increasing variability in web browser configurations, coupled with the continuous evolution of browser features, presents complex challenges in understanding and mitigating the impact of fingerprinting. In this paper, we introduce a novel approach that combines feature modeling techniques with tree-based representations to capture the intricate relationships and constraints within browser fingerprints. By translating 22,773 fingerprints into a feature model with 34,557 nodes, we enable a comprehensive analysis of their variability and uniqueness across 1,519 switches and 596 flags on 7 headless and headful browser versions. Our methodology facilitates various use cases, such as generating representative fingerprints for testing, detecting anomalies, and identifying discriminating attributes. We aim to provide developers and researchers with a powerful tool for studying browser fingerprints and developing effective strategies to enhance user privacy in the face of evolving tracking techniques.","2024","2024-10-25 09:42:14","2024-10-25 09:42:14","","66–71","","","","","","","SPLC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Dommeldange, Luxembourg","","","","Browser Fingerprinting; Configuration; Feature Model Synthesis; Variability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMD8T877","conferencePaper","2024","Ito, Daiki; Takata, Yuta; Mori, Keika; Furukawa, Ryoya; Kumagai, Hiroshi; Kamizono, Masaki","Account Discovery: Identifying Web3 SNS Accounts at Risk of De-anonymization","Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing","9798400702433","","10.1145/3605098.3635895","https://doi.org/10.1145/3605098.3635895","Web services that use a blockchain and crypto-assets (Web3 services) improve user privacy by anonymous logins using wallet addresses. However, since many users list their account identities (IDs) on social networking service (SNS) profile pages and reuse their account IDs for self-branding and curation purposes, which increases the risk of de-anonymization on Web3 services by linking these accounts. If such high-risk SNS accounts hold large amounts of crypto-assets, they are subject to account hijacking and spoofing attacks for financial gain. In this study, we proposed a method to discover highly relevant SNS accounts from a seed account on Web2 and Web3 SNSs and estimate their account ownership. We applied our method to 480 seed accounts of 9 different SNSs and discovered 1,233 new accounts. We found that SNSs with multiple URL input forms on their profile setting pages linked more accounts and revealed that 207 out of 253 (81.8%) users reused their IDs across different SNSs. We identified 26 accounts linked to personal and crypto-asset information that are at risk of de-anonymization. Our user study using crowdsourcing services showed that as many as 232 (40.8%) out of 568 respondents do not understand the traceability of blockchain transaction histories. We examined the security and privacy risks caused by account listing and ID reuse, and made recommendations for service providers and users based on our findings.","2024","2024-10-25 09:42:14","2024-10-25 09:42:14","","259–268","","","","","","","SAC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Avila, Spain","","","","web privacy; crypto-asset; social networking service; Web3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4KNBXSC","conferencePaper","2023","Pham, Tien-Huy; Vo, Quoc-Huy; Dao, Ha; Fukuda, Kensuke","SSOLogin: A framework for automated web privacy measurement with SSO logins","Proceedings of the 18th Asian Internet Engineering Conference","9798400709395","","10.1145/3630590.3630599","https://doi.org/10.1145/3630590.3630599","Single Sign-On (SSO) enables users to access multiple websites and applications using a single set of login credentials. Undoubtedly, SSO makes it easy for users to log in to multiple websites without remembering credentials. However, it is also important to consider the potential risk of users being unaware of how the identity of their account will be utilized, the development of online tracking techniques, and any potential exchange of information with third parties without the user’s knowledge. In this paper, we propose SSOLogin, which enables us to perform large-scale automation of website login through an SSO account. We confirm that SSOLogin automatically logins to 91.8% of SSO account available websites in Tranco Top 500 sites. Next, by crawling Tranco Top 10K websites with SSOLogin, we show that 1,420 sites (14.2%) contain SSO login (Google and Facebook) as of July 2023, primarily on Information Technology and News/Media websites in the United States and the United Kingdom. We then shed light on the characteristics of privacy leakage of websites with SSO logins by setting up measurements in Japan. We find that 99% of websites have third-party online tracking activities, which may pose risks to user privacy. After SSO login, the target website shows an increase in third-party tracking domains. Logging in with Google adds 81 new tracking domains, while Facebook adds 33 new domains. Despite the convenience of logging in with an SSO account, it is important to be aware of the potential privacy risks associated with this practice.","2023","2024-10-25 09:42:14","2024-10-25 09:42:14","","69–77","","","","","","","AINTEC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hanoi, Vietnam","","","","measurement; Web tracking; Single Sign-On; SSO login","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
