"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Beauty and the Beast: Diverting Modern Web Browsers to Build Unique Browser Fingerprints","P. Laperdrix; W. Rudametkin; B. Baudry","INSA-Rennes & INRIA, Rennes, France; University of Lille & INRIA, Lille, France; INRIA, Rennes, France",2016 IEEE Symposium on Security and Privacy (SP),"18 Aug 2016","2016","","","878","894","Worldwide, the number of people and the time spent browsing the web keeps increasing. Accordingly, the technologies to enrich the user experience are evolving at an amazing pace. Many of these evolutions provide for a more interactive web (e.g., boom of JavaScript libraries, weekly innovations in HTML5), a more available web (e.g., explosion of mobile devices), a more secure web (e.g., Flash is disappearing, NPAPI plugins are being deprecated), and a more private web (e.g., increased legislation against cookies, huge success of extensions such as Ghostery and AdBlock). Nevertheless, modern browser technologies, which provide the beauty and power of the web, also provide a darker side, a rich ecosystem of exploitable data that can be used to build unique browser fingerprints. Our work explores the validity of browser fingerprinting in today's environment. Over the past year, we have collected 118,934 fingerprints composed of 17 attributes gathered thanks to the most recent web technologies. We show that innovations in HTML5 provide access to highly discriminating attributes, notably with the use of the Canvas API which relies on multiple layers of the user's system. In addition, we show that browser fingerprinting is as effective on mobile devices as it is on desktops and laptops, albeit for radically different reasons due to their more constrained hardware and software environments. We also evaluate how browser fingerprinting could stop being a threat to user privacy if some technological evolutions continue (e.g., disappearance of plugins) or are embraced by browser vendors (e.g., standard HTTP headers).","2375-1207","978-1-5090-0824-7","10.1109/SP.2016.57","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7546540","browser fingerprinting;privacy;software diversity","Browsers;Privacy;Mobile handsets;Software;Hardware;Performance evaluation;Technological innovation","","125","","32","IEEE","18 Aug 2016","","","IEEE","IEEE Conferences"
"Estimating CPU Features by Browser Fingerprinting","T. Saito; K. Yasuda; T. Ishikawa; R. Hosoi; K. Takahashi; Y. Chen; M. Zalasiński","Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan; Department of Computer Science, Meiji University, Kawasaki, Japan",2016 10th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS),"22 Dec 2016","2016","","","587","592","Browser fingerprinting is getting popular in cutting edge Web developers. It typically uses the header information, such as user-agent and plugins. However, the header information can easily be modified or altered by configuration or a browser's extensions. Unlike the header information, hardware information is difficult to be changed, and is regarded as valuable information in browser fingerprinting. Therefore, in this paper, we propose a method that infers the presence or absence of a CPU extension called Advanced Encryption Standard New Instructions (AES-NI) and Intel Turbo Boost Technology (Turbo Boost). Theoretic analysis and experimental results indicate that this method is efficient and feasible for browser fingerprinting.","","978-1-5090-0984-8","10.1109/IMIS.2016.108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7794537","Browser Fingerprinting;CPU;AES-NI;Turbo Boost","Browsers;Fingerprint recognition;Benchmark testing;Support vector machines;Encryption;Hardware","","6","","15","IEEE","22 Dec 2016","","","IEEE","IEEE Conferences"
"Understanding the Impact of Fingerprinting in Android Hybrid Apps","A. Tiwari; J. Prakash; A. Rahimov; C. Hammer","University of Passau, Passau, Germany; University of Passau, Passau, Germany; University of Passau, Passau, Germany; University of Passau, Passau, Germany",2023 IEEE/ACM 10th International Conference on Mobile Software Engineering and Systems (MOBILESoft),"11 Jul 2023","2023","","","28","39","Numerous studies demonstrate that browser fingerprinting is detrimental to users’ security and privacy. However, little is known about the effects of browser fingerprinting on Android hybrid apps – where a stripped-down Chromium browser is integrated into an app. These apps expand the attack surface by permitting two-way communication between native apps and the web. This paper studies the impact of browser fingerprinting on these embedded browsers. To this end, we instrument the Android framework to record and extract information leveraged for fingerprinting. We study over 60,000 apps, including the most popular apps from the Google play store. We exemplify security flaws and severe information leaks in popular apps like Instagram. Our study reveals that fingerprints in hybrid apps potentially contain account-specific and device-specific information that identifies users across multiple devices uniquely. Besides, our results show that the hybrid app browser does not always adhere to standard browser-specific privacy policies.","","979-8-3503-1182-2","10.1109/MOBILSoft59058.2023.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172950","Hybrid Apps;Android Webview;Privacy","Privacy;Instruments;Multimedia Web sites;Fingerprint recognition;Browsers;Internet;Security","","","","73","IEEE","11 Jul 2023","","","IEEE","IEEE Conferences"
"Blocking online advertising - A state of the art","Ashish Kumar Singh; V. Potdar","Digital Ecosystems and Business Intelligence (DEBI) Institute, Curtin University of Technology, Australia; Digital Ecosystems and Business Intelligence (DEBI) Institute, Curtin University of Technology, Australia",2009 IEEE International Conference on Industrial Technology,"19 May 2009","2009","","","1","10","Online advertising has emerged as one of the major business models on the Internet. Publishers rely on the online revenue generated from advertising to offer many free services. However, it has become evident that online advertisements are now becoming quite intrusive and also consume a lot of valuable bandwidth to download zero-caching ads and flash or video ads. As a result many users are now using ad-blocking software to make their Internet surfing more enjoyable. The main contribution of this paper is as follows - it attempts to identify the main reasons why internet users want to block online ads; it also critically evaluates several existing ad-blocking techniques and conducts an experiment to measure the amount of bandwidth used by online advertisements relative to the actual content. The paper concludes by outlining future research directions.","","978-1-4244-3506-7","10.1109/ICIT.2009.4939739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4939739","","Advertising;Costs;Internet;Bandwidth;Marketing and sales;Web pages;Ecosystems;Streaming media;Psychology;Computer industry","","5","1","67","IEEE","19 May 2009","","","IEEE","IEEE Conferences"
"Bridging the Gap in Comprehensive Network Security and Data Management Through IoT Innovation","S. Ravichandran; J. Singh; A. David; M. Shakiba","School of Computing, Electrical, and Applied Technology, Unitec Institute of Technology, Auckland, New Zealand; School of Computing, Electrical, and Applied Technology, Unitec Institute of Technology, Auckland, New Zealand; School of Computing, Electrical, and Applied Technology, Unitec Institute of Technology, Auckland, New Zealand; School of Computing, Electrical, and Applied Technology, Unitec Institute of Technology, Auckland, New Zealand",2024 4th Interdisciplinary Conference on Electrics and Computer (INTCEC),"30 Jul 2024","2024","","","1","6","The increase of connected devices on the Internet of Things has raised significant concerns related to data security, privacy, and network integrity. In response to these challenges, our paper brings a holistic project aimed at developing a solution. Our innovative solution CyberGuard Pi integrates multiple key functionalities to addresses the concerns. The CyberGuard Pi device incorporates Pi-hole for efficient ad blocking, providing users with a positive online experience while minimizing security risks associated with malicious advertisements. To bolster user privacy, a Virtual Private Network is implemented, safeguarding data transmission and protecting against potential threats. Furthermore, the CyberGuard Pi features robust network monitoring and scanning capabilities, offering real-time insights into network activities within the local LAN area. An Intrusion Detection System is integrated to identify and mitigate potential threats, ensuring the integrity of the IoT ecosystem. To facilitate seamless and secure data storage, our CyberGuard pi comes with a Network-Attached Storage cloud system enabling users to store and retrieve data with ease. This component enhances data security concerns associated with traditional storage methods. Our CyberGuard Pi represents a comprehensive approach to address network security challenges posed by the growing number of connected devices by combining ad blocking, VPN, network monitoring, intrusion detection, and cloud-based storage functionalities.","","979-8-3503-4945-0","10.1109/INTCEC61833.2024.10602733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10602733","Raspberry Pi;Network security;IOT;ad blocking;Network Monitoring and Scanning;NAS","Economics;Data privacy;Data security;Intrusion detection;Memory;Network security;Virtual private networks","","","","7","IEEE","30 Jul 2024","","","IEEE","IEEE Conferences"
"SHPF: Enhancing HTTP(S) Session Security with Browser Fingerprinting","T. Unger; M. Mulazzani; D. Frühwirt; M. Huber; S. Schrittwieser; E. Weippl","FH Campus Wien Vienna, Austria; SBA Research Vienna, Austria; SBA Research Vienna, Austria; SBA Research Vienna, Austria; SBA Research Vienna, Austria; SBA Research Vienna, Austria","2013 International Conference on Availability, Reliability and Security","7 Nov 2013","2013","","","255","261","Session hijacking has become a major problem in today's Web services, especially with the availability of free off-the-shelf tools. As major websites like Facebook, You tube and Yahoo still do not use HTTPS for all users by default, new methods are needed to protect the users' sessions if session tokens are transmitted in the clear. In this paper we propose the use of browser fingerprinting for enhancing current state-of-the-art HTTP(S) session management. Monitoring a wide set of features of the user's current browser makes session hijacking detectable at the server and raises the bar for attackers considerably. This paper furthermore identifies HTML5 and CSS features that can be used for browser fingerprinting and to identify or verify a browser without the need to rely on the User Agent string. We implemented our approach in a framework that is highly configurable and can be added to existing Web applications and server-side session management with ease.","","978-0-7695-5008-4","10.1109/ARES.2013.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6657249","Session Hijacking;Browser Fingerprinting;Security","Browsers;Cascading style sheets;Security;Monitoring;Fingerprint recognition;Servers;IP networks","","26","1","16","IEEE","7 Nov 2013","","","IEEE","IEEE Conferences"
"Browser Fingerprinting Identification Using Incremental Clustering Algorithm Based on Autoencoder","F. Zou; H. Zhai","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","30 May 2022","2021","","","525","532","Browser fingerprinting technology is of great significance in the location of malicious traffic, and it also plays an important role in accurate advertising. The concealment or tampering of the explicit identifier leads to the failure of traditional fingerprinting identification technology. In this paper, we implement browser fingerprinting identification technology based on multiple implicit identifiers which are easily accessible. Especially, we designed an incremental clustering algorithm based on autoencoder. The new data point is treated as an incremental process for the clustering algorithm. Different from traditional clustering algorithms, the newcoming data point is compressed by autoencoder, and then treated as an incremental process so that we just need to compare the distance to the nearest cluster center with the distance threshold for fingerprinting identification, instead of traversing the entire dataset. Experimental results show that our incremental clustering algorithm has distinct advantages, especially in time consumption when comparing with K-means and DBSCAN algorithms, and prove that it is a lightweight algorithm for fingerprinting identification to adapt to the dynamic real environment and has better application prospects.","","978-1-6654-9457-1","10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00093","National Key Research and Development Program of China(grant numbers:2017YFB0802300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781052","browser fingerprinting;incremental clustering algorithm;autoencoder;identification","Smart cities;Heuristic algorithms;Clustering algorithms;Fingerprint recognition;Feature extraction;Browsers;Data mining","","5","","15","IEEE","30 May 2022","","","IEEE","IEEE Conferences"
"NONYM!ZER: Mitigation Framework for Browser Fingerprinting","A. ElBanna; N. Abdelbaki","Information Security Program, Nile University, Giza, Egypt; Information Security Program, Nile University, Giza, Egypt","2019 IEEE 19th International Conference on Software Quality, Reliability and Security Companion (QRS-C)","7 Oct 2019","2019","","","158","163","Not only recent compelled cookies regulations have radically restrained their threats but also increased people awareness has played a fundamental part. This has placed huge pressure on enterprises to find alternatives to bridge this gap and satisfy business demands. Since then fingerprinting has gained enormous popularity. In this paper, we introduce ""nonym!zer"" as a mitigation framework for browser fingerprinting. It helps to hinder or impede browser fingerprinting on desktop browsers that web servers use such as WebGL or Canvas technologies.","","978-1-7281-3925-8","10.1109/QRS-C.2019.00042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8859435","browser fingerprinting mitigation, nonym!zer, WebGL fingerprinting, Canvas fingerprinting","Conferences;Software quality;Software reliability;Security;6G mobile communication","","2","","17","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
"A Defense against JavaScript Object-Based Fingerprinting and Passive Fingerprinting","V. L. Ajay; A. M. Guptha","Center for Cyber Security Systems and Networks Amrita Vishwa Vidyapeetham, Amritapuri, India; Center for Cyber Security Systems and Networks Amrita Vishwa Vidyapeetham, Amritapuri, India","2022 International Conference on Computing, Communication, Security and Intelligent Systems (IC3SIS)","15 Sep 2022","2022","","","1","6","Browser fingerprinting is a mechanism that identifies and collects the attributes of a device and each of these attribute values are combined to generate a unique identifier for the related device which can be used for tracking purposes. There are quite a lot of API which allows a web application to access these attributes of the device, to identify the uniqueness of each device. Therefore websites are increasingly adopting fingerprinting techniques as a way to track users and their activities online. Unlike cookie-based tracking, browser fingerprinting is not regulated and happens silently without user knowledge, posing a serious threat to online user privacy. To counteract this privacy threat, this work aims at proposing a novel anti-fingerprinting browser extension that uses the technique of API normalization against JavaScript Object-based fingerprinting and Passive Fingerprinting. It helps the users to mask their unique attribute values with more generic values which enables them to easily blend in with the crowd and become less unique. We collected generic values for each attribute for spoofing and experimentally verified the effectiveness of our extension.","","978-1-6654-6883-1","10.1109/IC3SIS54991.2022.9885716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9885716","Fingerprinting;tracking;normalization;user privacy","Performance evaluation;Privacy;Fingerprint recognition;Libraries;Browsers;Object recognition;Security","","1","","20","IEEE","15 Sep 2022","","","IEEE","IEEE Conferences"
"Fashion Faux Pas: Implicit Stylistic Fingerprints for Bypassing Browsers' Anti-Fingerprinting Defenses","X. Lin; F. Araujo; T. Taylor; J. Jang; J. Polakis","University of Illinois, Chicago; IBM Research; IBM Research; IBM Research; University of Illinois, Chicago",2023 IEEE Symposium on Security and Privacy (SP),"21 Jul 2023","2023","","","987","1004","Browser fingerprinting remains a topic of particular interest for both the research community and the browser ecosystem, and various anti-fingerprinting countermeasures have been proposed by prior work or deployed by browsers. While preventing fingerprinting presents a challenging task, modern fingerprinting techniques heavily rely on JavaScript APIs, which creates a choke point that can be targeted by countermeasures. In this paper, we explore how browser fingerprints can be generated without using any JavaScript APIs. To that end we develop StylisticFP, a novel fingerprinting system that relies exclusively on CSS features and implicitly infers system characteristics, including advanced fingerprinting attributes like the list of supported fonts, through carefully constructed and arranged HTML elements. We empirically demonstrate our system's effectiveness against privacy-focused browsers (e.g., Safari, Firefox, Brave, Tor) and popular privacy-preserving extensions. We also conduct a pilot study in a research organization and find that our system is comparable to a state-of-the-art JavaScript-based fingerprinting library at distinguishing devices, while outperforming it against browsers with anti-fingerprinting defenses. Our work highlights an additional dimension of the significant challenge posed by browser fingerprinting, and reaffirms the need for more robust detection systems and countermeasures.","2375-1207","978-1-6654-9336-9","10.1109/SP46215.2023.10179437","National Science Foundation; Army Research Laboratory; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10179437","","Privacy;Ecosystems;Organizations;Fingerprint recognition;Libraries;Browsers;Security","","","","81","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Synthoid: Endpoint User Profile Control","M. Flores; A. Kuzmanovic","Department of EECS, Northwestern University, Evanston, Illinois; Department of EECS, Northwestern University, Evanston, Illinois",2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT),"20 Oct 2014","2014","2","","242","249","Web tracking is a practice that has grown in scope and complexity as the Internet has expanded. In particular, advertising networks have been continually advancing web tracking in order to gather the most information on users. On the other hand, users have often reacted negatively to tracking schemes, expressing concern about their lack of control. We present Synthoid, a system which returns control to users, without a need for tracker cooperation or broad adoption. Synthoid achieves this by actively fetching content of a selected set of topics, imprinting the tracking network profile for the user with these topics. It eliminates the need for users to place trust in web trackers by directly controlling the signal trackers measure, without inconveniencing users. Additionally, as traffic is generated directly from the users' machines, Synthoid is able to function with any method of tracking, even those which use advanced techniques. We examine the effectiveness of Synthoid with real web trackers. We demonstrate that it is successfully able to imprint a target profile with low volume and when faced with significant interference. Finally, we show that it is able to entirely alter browsing profiles when run alongside user traces. The key behind Synthoid's performance is a strong, artificial, yet carefully constructed and semantically determined, signal.","","978-1-4799-4143-8","10.1109/WI-IAT.2014.104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927631","","Interference;Browsers;Target tracking;Advertising;Vectors;Art;Control systems","","1","","33","IEEE","20 Oct 2014","","","IEEE","IEEE Conferences"
"Comparative Study and Evaluation of Online Ad-Blockers","E. L. Post; C. N. Sekharan","Department of Computer Science, Loyola University Chicago; Department of Computer Science, Loyola University Chicago, Chicago, IL, USA",2015 2nd International Conference on Information Science and Security (ICISS),"7 Jan 2016","2015","","","1","4","In the face of online advertising growing exponentially, numerous technologies have been developed to thwart the display of advertisements. This report is a comparative study of leading online software and hardware ad-blockers. In particular our research is on AdBlock, AdBlock Plus, and AdTrap. This report describes how they work, what types of advertisements they do and do not block, device compatibility, and if advertisers can detect and prevent ad-blockers. Our research shows that AdBlock leads the others in terms of ad blocking ability. Our research also shows AdTrap has significant benefits for implementing across an entire network. We also present ways for web developers to detect as well as counter ad-blockers.","","978-1-4673-8611-1","10.1109/ICISSEC.2015.7370988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7370988","","Advertising;Streaming media;Browsers;Testing;Internet;Hardware;Loading","","7","3","5","IEEE","7 Jan 2016","","","IEEE","IEEE Conferences"
"Semi-Supervised Method using Gaussian Random Fields for Boilerplate Removal in Web Browsers","J. Bose; S. Mukherjee","Microsoft IDC, Hyderabad, India; Microsoft IDC, Hyderabad, India",2019 IEEE 16th India Council International Conference (INDICON),"12 Mar 2020","2019","","","1","4","Boilerplate removal refers to the problem of removing noisy content from a webpage such as ads and extracting relevant content that can be used by various services. This can be useful in several features in web browsers such as ad blocking, accessibility tools such as read out loud, translation, summarization etc. In order to create a training dataset to train a model for boilerplate detection and removal, labeling or tagging webpage data manually can be tedious and time consuming. Hence, a semi-supervised model, in which some of the webpage elements are labeled manually and labels for others are inferred based on some parameters, can be useful. In this paper we present a solution for extraction of relevant content from a webpage that relies on semi-supervised learning using Gaussian Random Fields. We first represent the webpage as a graph, with text elements as nodes and the edge weights representing similarity between nodes. After this, we label a few nodes in the graph using heuristics and label the remaining nodes by a weighted measure of similarity to the already labeled nodes. We describe the system architecture and a few preliminary results on a dataset of webpages.","2325-9418","978-1-7281-2327-1","10.1109/INDICON47234.2019.9030281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9030281","Text classification;Gaussian Random Fields;boilerplate removal;semi supervised learning","Feature extraction;Semisupervised learning;Browsers;Labeling;Tools;Tagging;Machine learning","","4","","20","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Cookie Based Protocol to Defend Malicious Browser Extensions","J. Joseph; S. Bhadauria","Department of IT, ABV-IIITM, Gwalior, India; Department of IT, ABV-IIITM, Gwalior, India",2019 International Carnahan Conference on Security Technology (ICCST),"31 Oct 2019","2019","","","1","6","All popular browsers support browser extensions. They are small software module for customizing web browsers. It provides extra features like user interface modifications, ad blocking, cookie management and so on. As features increase, security becomes more difficult. The impact of malicious browser extensions is also enormous. More than 1 million Chrome users got affected by extensions from Chrome store itself. [1] The risk further increases with offline extension installations. The privileges browser extensions have, pave the path for many kinds of attacks. Replay attack and session hijacking are two of these attacks we are dealing here. Here we propose a defence system based on dynamic encrypted cookies to defend these attacks. We use cookies as token for continuous authentication, which protects entire communication. Static cookies are prone for session hijacking, and therefore we use dynamic cookies which are sealed with encryption. It also protects from replay attack by changing itself, making previous message obsolete. This essentially solves both of the problems.","2153-0742","978-1-7281-1576-4","10.1109/CCST.2019.8888425","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8888425","replay attack;session hijacking;browser extension;authentication protocol;HTTP cookie","Browsers;Servers;Cryptography;Protocols;Authentication;Password","","3","","9","IEEE","31 Oct 2019","","","IEEE","IEEE Conferences"
"Advertisement removal of Android applications by reverse engineering","J. -Y. Pan; S. -H. Ma","Department of Communications Engineering, National Chung Cheng University, Chia-Yi, Taiwan, R.O.C; Department of Information Engineering, I-Shou University, Kao-Hsiung, Taiwan, R.O.C","2017 International Conference on Computing, Networking and Communications (ICNC)","13 Mar 2017","2017","","","695","700","Millions of apps cover all aspects of our lives and make smartphones success. Advertisers financially support developers but also collect users' privacy. Several ad blocking apps help users to eliminate advertisement by filtering or redirection for certain targets whose list is maintained by a third party, and some of them require root permission. We develop an advertisement removal program with the technique of reverse engineering, which can effectively patch the advertising code, even obfuscated by other tools. The proposed method takes no overhead at runtime, and requires neither root permission nor list updating. This study also gives a different perspective on tailoring behavior of Android applications.","","978-1-5090-4588-4","10.1109/ICCNC.2017.7876214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7876214","advertisement blocking;Android apps;reverse engineering","Smart phones;Reverse engineering;Androids;Humanoid robots;Java;Advertising;Conferences","","3","","25","IEEE","13 Mar 2017","","","IEEE","IEEE Conferences"
"Midway Advertisement: A Mechanism to Curb Annoyance due to Unwanted Advertisements","M. E. Ur Rahman; A. Yelishetty","Dept. of Computer Science and Engg., Kakatiya Institute of Technology and Science, Warangal, India; Dept. of Computer Science and Engg., Kakatiya Institute of Technology and Science, Warangal, India","2021 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)","16 Dec 2021","2021","","","1","5","The current trends in viewers' behavior and attitudes while viewing an advertisement are suggestive of the fact that eventually, every viewer who can become annoyed due to an advertisement will be using advertisement blocking software and/or anti-annoyance software as proposed in this paper. This paper presents an abstract, theoretically framed proposed work to avoid annoyance in viewers caused due to distracting digital advertisements and content, by customizing the response a viewer's device, such as mobile phones/desktops, can give while an advertisement is being displayed. The paper deals with the solutions to the emotional trigger due to advertisements, proposing a special hardware device that extracts information required for the ad-blocking or anti-annoyance applications running on the device, and avoiding annoyance, displeasure, and lack of concentration in individuals by considering various human characteristics, like one's aesthetic sense, physical characteristics, entertainment taste, etc. Our research work also provides theoretical and quantitative analysis, proof of an intelligent and customizable system to prevent disturbance, distraction, anxiety, and other unnecessary emotional imbalances due to repeated online advertisements. The results show the real-world marketing effects on targeted people. The work also discusses to what degree the vexation and impatience levels vary with the ads containing different levels of product class and socioeconomic class. As blocking advertisements has a lot of psychological and financial implications on one's life, our work leaves an outlet for substantive investigation into innovative, high-quality marketing content, marketing strategies, and significant unseen effects on users and leaves a pathway for relaxing effects on the user through the proposed hardware and software, spanning a wide range of subject areas.","","978-1-6654-3521-5","10.1109/ICSES52305.2021.9633919","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9633919","Advertisement Blocking;Anti-annoyance Software;Online Advertisement;IoT;Analytics","Uncertainty;Statistical analysis;Law;Anxiety disorders;Mental health;Market research;Software","","","","10","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"A classification of web browser fingerprinting techniques","R. Upathilake; Y. Li; A. Matrawy","Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; School of Information Technology, Carleton University, Ottawa, ON, Canada","2015 7th International Conference on New Technologies, Mobility and Security (NTMS)","24 Sep 2015","2015","","","1","5","As the World Wide Web has increasingly become a necessity in daily life, the acute need to safeguard user privacy and security has become manifestly apparent. After users realized that browser cookies could allow websites to track their actions without permission or notification, many have chosen to reject cookies in order to protect their privacy. However, more recently, methods of fingerprinting a web browser have become an increasingly common practice. In this paper, we classify web browser fingerprinting into four main categories: (1) Browser Specific, (2) Canvas, (3) JavaScript Engine, and (4) Cross-browser. We then summarize the privacy and security implications, discuss commercial fingerprinting techniques, and finally present some detection and prevention methods.","2157-4960","978-1-4799-8784-9","10.1109/NTMS.2015.7266460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7266460","","Browsers;Fingerprint recognition;Privacy;Security;Accelerometers;Engines;Computers","","28","","19","IEEE","24 Sep 2015","","","IEEE","IEEE Conferences"
"Tracking Browser Fingerprint using Rule Based Algorithm","E. Antonio; A. Fajardo; R. Medina","Technological Institute of the Philippines, Manila, Philippines; Manuel L. Quezon University, School of Engineering and Information, Manila, Philippines; Technological Institute of the Philippines, Manila, Philippines",2020 16th IEEE International Colloquium on Signal Processing & Its Applications (CSPA),"16 Apr 2020","2020","","","225","229","Browsers collects information for better user experience by allowing JavaScript's and other extensions. Advertiser and other trackers take advantage on this useful information to tracked users across the web from remote devices on the purpose of individual unique identifications the so-called browser fingerprinting. Our work explores the diversity and stability of browser fingerprint by modifying the rule-based algorithm. Browser fingerprint rely only from the gathered data through browser, it is hard to tell that this piece of information still the same when upgrades and or downgrades are happening to any browsers and software's without user consent, which is stability and diversity are the most important usage of generating browser fingerprint. We implemented device fingerprint to identify consenting visitors in our website and evaluate individual devices attributes by calculating entropy of each selected attributes. In this research, it is noted that we emphasize only on data collected through a web browser by employing twenty (20) attributes to identify promising high value information to track how device information evolve and consistent in a period of time, likewise, we manually selected device information for evaluation where we apply the modified rules. Finally, this research is conducted and focused on the devices having the closest configuration and device information to test how devices differ from each other after several days of using on the basis of individual user configurations, this will prove in our study that every device is unique.","","978-1-7281-5310-0","10.1109/CSPA48992.2020.9068729","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9068729","Browser Fingerprint;Rule Based Algorithm;Diversity;Stability;Entropy;Online Privacy","Browsers;Fingerprint recognition;Entropy;Object recognition;Software;Stability analysis;Signal processing","","7","","27","IEEE","16 Apr 2020","","","IEEE","IEEE Conferences"
"A proposed system for preventing session hijacking with modified one-time cookies","A. M. Sathiyaseelan; V. Joseph; A. Srinivasaraghavan","Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India; Department of Computer Engineering, St. Francis Institute of Technology, Mumbai, India",2017 International Conference on Big Data Analytics and Computational Intelligence (ICBDAC),"19 Oct 2017","2017","","","451","454","Most of TCP connections use HTTP to communicate; so, it becomes mandatory for every server to create a unique identifier for each and every connection. A session is a unique identifier generated by a server that is sent to a client for identifying current interaction session, which is stored in a cookie. A cookie is a short text file for identifying a particular client. Since cookies are transmitted over HTTP, they are visible and prone to attacks such as session hijacking. HTTPS is the most widely used mechanism to protect cookies, but utilizing full HTTPS support is not that easy, especially for applications that are highly distributed due to performance and financial issues. Hence, one-time cookies (OTC) are suggested as an alternative for authentication. OTC prevents various attacks, like for example session hijacking, as they are temporarily stored for a particular period of time or only for a particular session. In this work, we propose a mechanism that uses OTC to prevent an attacker to gain access to a cookie and backend server. A reverse proxy server with OTC, IP, session ID, and browser fingerprinting are used to prevent adversary from capturing session credentials.","","978-1-5090-6400-7","10.1109/ICBDACI.2017.8070882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8070882","HTTPS;one-time cookies;reverse proxy server;session hijacking;TCP","Handheld computers;Big Data;Computational intelligence","","6","","13","IEEE","19 Oct 2017","","","IEEE","IEEE Conferences"
